"","name","date","comment","score"
"5298","±â¿µÃÖ","2019³â 10¿ù 10ÀÏ"," ±Â",5
"5299","kt park","2019³â 10¿ù 10ÀÏ"," ÁÁ¾Æ¿ä",5
"5300","¿À¿µÈÆ","2019³â 10¿ù 10ÀÏ"," ÁÁ¾Æ¿ä",5
"5301","¹Ú¿øÁø","2019³â 10¿ù 10ÀÏ"," ÀºÇàº¸´Ù Ä«¹ð",5
"5302","¾È»ó¿­","2019³â 10¿ù 10ÀÏ"," ÁÖ »ç¿ëÀ¸·Î ÃÖ°íÀÎµí",5
"5303","Henry11 KIM","2019³â 10¿ù 10ÀÏ"," È¹±âÀûÀÌ´Ù",5
"5304","Á¤Á¾Ã¶","2019³â 10¿ù 10ÀÏ"," ±Â",5
"5305","ÀÎ»ýµî¾÷","2019³â 10¿ù 9ÀÏ"," ÁÁ³×¿ä",4
"5306","¼®¿ëÁø","2019³â 10¿ù 9ÀÏ"," Á¶¾Æ",5
"5307","DJ Daejin Jeon","2019³â 10¿ù 9ÀÏ"," ±×Àú ÁÁ´Ù°í ¸» ÇÒ ¼ö ¹Û¿¡...¤»",5
"5308","¹Ú¿ø¿µ","2019³â 10¿ù 9ÀÏ"," ÁÁ¾Æ¿ä ÇýÅÃµµ ¸¹°í ÀÚÁÖ ¾²°í ÀÖ¾î¿ä",4
"5309","°¡¾ß¿ìÁî","2019³â 10¿ù 9ÀÏ"," ±Â",5
"5310","±×°÷¿¡±×°¡ ÀÖ³ª?","2019³â 10¿ù 9ÀÏ"," Æí¸®ÇØ ´Ù¸¥ ¹ðÅ©º¸´Ù",5
"5311","ÇÑ¼öÇö","2019³â 10¿ù 9ÀÏ"," ¿Ö ¾÷µ¥ÀÌÆ®°¡ ¾ÈµÇ³ª¿ä?",3
"5312","Ã¤ÅÂ¿õ","2019³â 10¿ù 9ÀÏ"," ÁÁ¾Æ¿ë",4
"5313","Åä¸®","2019³â 10¿ù 9ÀÏ"," ¾ÆÁÖ Æí¸®ÇÏ°Ô Àß »ç¿ëÇÏ°í ÀÖ½À´Ï´Ù.",5
"5314","±è¿µÃá","2019³â 10¿ù 9ÀÏ"," »ç¿ëÀÌ ¸Å¿ì ÆíÇÕ´Ï´Ù",5
"5315","kwanghoon ko","2019³â 10¿ù 9ÀÏ"," ÁÁ¾Æ¿ä",4
"5316","Saeung jae Kim","2019³â 10¿ù 9ÀÏ"," ±Â±Â",5
"5317","Y.C. Yang","2019³â 10¿ù 9ÀÏ"," Good!",5
"5318","ÀÌÀç¸¸","2019³â 10¿ù 9ÀÏ"," ÀÌÃ¼ ÆíÇÔ",5
"5319","ÀÌÁø°æ","2019³â 10¿ù 9ÀÏ"," ÆíÇÏ°í ÁÁ¾Æ¿ä<U+0001F44D>",5
"5320","±èÇÑÁØ","2019³â 10¿ù 9ÀÏ"," So good!",5
"5321","ÀÌµ¿½Ä","2019³â 10¿ù 9ÀÏ"," Áö±Ý±îÁö ÀÌ·± ÀºÇàÀº ¾ø¾ú´Ù. °í°´ÀÌ ÆíÇÏ¸é ÀºÇàÀº ºÎÀÚ°¡ µÉ¼ö¹Û¿¡ ¾ø´Ù!<U+0001F60A><U+0001F60A><U+0001F60A>",5
"5322","±è¿ë¹è","2019³â 10¿ù 9ÀÏ"," Æí¸®ÇØ¿ä",4
"5323","ÂÞ´Ï","2019³â 10¿ù 9ÀÏ"," °£Æí",5
"5324","Hayoung Seol","2019³â 10¿ù 9ÀÏ"," ´Ù¸¥¹ðÅ·º¸´Ù »ç¿ëÇÏ±â ÆíÇÏ°í ÁÁ¾Æ¿ä",5
"5325","°­¼ºÈ¯","2019³â 10¿ù 9ÀÏ"," °£ÆíÇÏ°í ¾ÆÁÖÁÁ¾Æ¿ä",5
"5326","¸ðÈ¯±Ù","2019³â 10¿ù 9ÀÏ"," ÀÌÃ¼..°áÁ¦.., ¸ðµç°Ô ÆÝÇÏ°Ô È°¿ëÇÒ¼öÀÖ¾î¼­ ÁÁ¾Æ¿ä..",5
"5327","Àå±âÇö","2019³â 10¿ù 9ÀÏ"," ÃÖ°í ¾Æ´Ñ°¡? ÀÎÅÍ³Ý¹ðÅ·ÀÌ¶õ ³»¿ë¿¡ Ãæ½ÇÇÑ ÁøÂ¥ ÀÎÅÍ³Ý¹ðÅ·",5
"5328","Âé¾ß²¿","2019³â 10¿ù 9ÀÏ"," ½î½î",4
"5329","ÀÌ»Ú´Ï²É»Ñ´Ï","2019³â 10¿ù 9ÀÏ"," °³ÆíÇØ¿ä",5
"5330","±è¼®Çö","2019³â 10¿ù 9ÀÏ"," Æí¸®ÇÏ°í¾ÆÁÖÁ¶¾Æ¿ä",5
"5331","young soo bae","2019³â 10¿ù 9ÀÏ"," Good",5
"5332","°­µ¿¿ì","2019³â 10¿ù 9ÀÏ"," ÃÖ°í",5
"5333","ÀÌ±Ôº¹","2019³â 10¿ù 9ÀÏ"," ¸Å¿ìÁÁ¾Æ¿ä",5
"5334","sungdoc kim","2019³â 10¿ù 9ÀÏ"," Á¤¸» ÆíÇÕ´Ï´Ù",5
"5335","¸¶½ºÅÍ¿ë¸®","2019³â 10¿ù 9ÀÏ"," ±Â",5
"5336","±è¼ºÇö","2019³â 10¿ù 9ÀÏ"," ÃÖ°í! ÆíÇÏ°í ³Ê¹«ÁÁÀ½!",5
"5337","Peter Peter Kwon","2019³â 10¿ù 9ÀÏ"," ¸Å¿ì ÇÕ¸®ÀûÀÌ°í Æí¸®ÇÕ´Ï´Ù",5
"5338","°­Èï±¸","2019³â 10¿ù 9ÀÏ"," ÁÁ¾Æ¿ä",5
"5339","±èÁ¾¹®","2019³â 10¿ù 9ÀÏ"," ÁÁ¾Æ¿ä.Ä«¹ð",5
"5340","Min-Soo Kim","2019³â 10¿ù 9ÀÏ"," Æí¸®ÇÔ",4
"5341","Â÷¿µÅÃ","2019³â 10¿ù 9ÀÏ"," ÁÁ½À´Ï´Ù ³Ê¹« ÆíÇØ¿ä",5
"5342","±èÀÎÈ¯","2019³â 10¿ù 9ÀÏ"," Àú·ÅÇÑ±Ý¸® .¼Û±Ý¼ö¼ö·á¹«·á",5
"5343","±è¾Ö°æ","2019³â 10¿ù 9ÀÏ"," Ãß°¡ºÎºÐÀÌ ÇØ°á µÇ¾îÁö´Ï ÁÁ³×¿ä",3
"5344","»ý¾Óµå·¹","2019³â 10¿ù 9ÀÏ"," ½±°í,ÆíÇØ¼­ Àß ¾²°íÀÖ½À´Ï´Ù.",5
"5345","¹ÚÁ¤È¯","2019³â 10¿ù 9ÀÏ"," ±»",5
"5346","³²ÀÚ´ÙµÕºüÀÓ´Ù","2019³â 10¿ù 9ÀÏ"," Æí¸®ÇÏ°í ÁÁ¾Æ¿ä",5
"5347","ÀÌ±â¹Î","2019³â 10¿ù 9ÀÏ"," ÀºÇà¾ÛÁß Á¦ÀÏÁÁ¾Æ¿ä",5
"5348","ÃÖÀ±¼­","2019³â 10¿ù 9ÀÏ"," ¼ö¼ö·áµµ¾ø°í ³Ê¹« Àß¾²°íÀÖ¾î¿ë~",5
"5349","±è¿µ±¹","2019³â 10¿ù 9ÀÏ"," ÁÁ¾Æ¿ä",5
"5350","ÀÌÇüÁÖ","2019³â 10¿ù 9ÀÏ"," ÁÁ¾Æ¿ä",4
"5351","½ÅÀç¼®","2019³â 10¿ù 9ÀÏ"," ÆíÇØ¿ä",5
"5352","¹ÚÁ¤ºó","2019³â 10¿ù 9ÀÏ"," °£ÆíÇØ¼­ ÁÁ¾Æ¿ä.",5
"5353","Á¤¸íÈ£","2019³â 10¿ù 9ÀÏ"," ¾ÆÁÖ ÁÁ¾Æ¿ä ÀÏ¹Ý ÀºÇàº¸´Ù Æí¸®ÇÕ´Ï´Ù",5
"5354","±èÈ£¼º","2019³â 10¿ù 9ÀÏ"," Á¶À½",5
"5355","B H Joon","2019³â 10¿ù 9ÀÏ"," ¾÷µ«ÈÄ ½Å¿ëÁ¡¼ö¿Ã¸®±âÁß °è¼ÓÆ¨±è",1
"5356","È«¼ºÈ£","2019³â 10¿ù 9ÀÏ"," ½Å¿ëÁ¡¼ö¿Ã¸®±â¿¡ ¸¶Áö¸· È­¸éÀÌ °è¼Ó ²÷±é´Ï´Ù..46%¿¡¼­ ´Ù½Ã Ã³À½À¸·Î µ¹¾Æ°¡³×¿ä....¹®Á¦ÇØ°áÁ» ÇØÁÖ¼¼¿ä!!",1
"5357","±èÇÑÁÖ","2019³â 10¿ù 9ÀÏ"," ³Ê¹« Àß»ç¿ëÇÏ°í ÀÖ½À´Ï´Ù. Á¡Á¡»ç¿ëÇÒ¼ö·Ï Ä«¹ð¸¸ÀÇ Æí¸®ÇÔ¿¡ ºüÁ®µå³×¿ä~~^^ º£¸® ±Â !!!!",5
"5358","Àü¸³¼±","2019³â 10¿ù 9ÀÏ"," Æí¸®¼º ¿ì¼öÇÕ´Ï´Ù",5
"5359","¿À¼ºÈÖ","2019³â 10¿ù 9ÀÏ"," °­Ãò",5
"5360","Á¤ÅÂ¿í","2019³â 10¿ù 9ÀÏ"," »ç¿ëÇÏ´Âµ¥Æí¸®ÇØ¼­¸Å¿ì¸¸Á·ÇÕ´Ï´Ù.°­Ãß!!!",5
"5361","jaeseong shin","2019³â 10¿ù 9ÀÏ"," Àß »ç¿ëÇÏ°í ÀÖ¾î¿ä. ±×·±µ¥ ½Å¿ëÁ¡¼ö ¿Ã¸®±â¿¡¼­ Á¤º¸Á¶È¸½Ã 49%¸¸ µÇ¸é ¾ÛÀÌ ´Ù¿îµÇ³×¿ä. ¹ö±×ÀÎ°ÇÁö Á¦ ±â±â¿¡¼­¸¸ ¹®Á¦ÀÎ°ÇÁö ¸ð¸£°Ú³×¿ä",4
"5362","¾ß·Î±è","2019³â 10¿ù 9ÀÏ"," ÆíÇØ¿ä~~",5
"5363","ÀÌÀçÀº","2019³â 10¿ù 9ÀÏ"," Æí¸®ÇÏ°í ÁÁ¾Æ¿ä",5
"5364","¤ý¸Ôº¸°¡TV","2019³â 10¿ù 9ÀÏ"," °£ÆíÇØ¿ä",5
"5365","°­¼º¼ö","2019³â 10¿ù 9ÀÏ"," ±Â",5
"5366","ÀÌ¿ø±¹","2019³â 10¿ù 9ÀÏ"," ÁÁ¾Ó<U+11A2>",5
"5367","chang kyu Park","2019³â 10¿ù 9ÀÏ"," °øÀÎÀÎÁõ¼­ ¾ø´Â ¼¼»ó~~",5
"5368","ÃÖ¿À¿µ","2019³â 10¿ù 9ÀÏ"," ¸¹ÀÌ ÆíÇØ¿ä.",5
"5369","±èÀÏ·º","2019³â 10¿ù 9ÀÏ"," <U+0001F603>",5
"5370","¼Û¿øÀç","2019³â 10¿ù 9ÀÏ"," Àß ¾²°í ÀÖ½À´Ï´Ù",5
"5371","Dk S","2019³â 10¿ù 9ÀÏ"," ÁÁÀº",5
"5372","°­º´Ã¶","2019³â 10¿ù 9ÀÏ"," ±Â Àú·ÅÇÏ°í ºü¸¥´ëÃâ",4
"5373","¿À¼ººÀ","2019³â 10¿ù 9ÀÏ"," Æí¾ÈÇØ¿ä^^",5
"5374","¿ë±×¾¾","2019³â 10¿ù 9ÀÏ"," goooood",5
"5375","¹Ú¼±È­","2019³â 10¿ù 9ÀÏ"," ÃÖ~°í",5
"5376","²¿²¿»þ³Ú","2019³â 10¿ù 9ÀÏ"," Ä«Ä«¿À Ç×»ó °¨»çÇÕ´Ï´Ù",5
"5377","Violet choi","2019³â 10¿ù 9ÀÏ"," »ç¿ëÇÏ±â Á¦ÀÏ ÆíÇÔ",5
"5378","¾È±âÈÆ","2019³â 10¿ù 9ÀÏ"," ¸Å¿ì Æí¸®ÇÔ",5
"5379","±Ç¿µ¹Ì","2019³â 10¿ù 9ÀÏ"," ÃÖ°í! ÃÖ°í!",5
"5380","Á¶¼ºÈ£","2019³â 10¿ù 9ÀÏ"," ±Â",5
"5381","Jin Jin","2019³â 10¿ù 9ÀÏ"," Á¡Á¡ ½ÃÁßÀºÇàº¸´Ù ±¸·ÁÁö°í ÀÖÀ½",1
"5382","¹öÅ¶¸®½ºÆ®ÀÌ±â¼øÀÇ È¦·Î¼­±â","2019³â 10¿ù 9ÀÏ"," ±Â!!",5
"5383","Aaron Lee","2019³â 10¿ù 9ÀÏ"," Æí¸®ÇÔ",5
"5384","Èñµ¿ÀÌ","2019³â 10¿ù 9ÀÏ"," Ä«Ä«¿À¹ðÅ©·Î ÀÎÇØ µ·¸ðÀ¸´Â Àç¹Ì¸¦ Ã£¾Ò¾î¿ä",5
"5385","±è¼±¿ë","2019³â 10¿ù 9ÀÏ"," Æí¸®ÇÔ ÁÁÀ½",5
"5386","Lim","2019³â 10¿ù 9ÀÏ"," ºü¸´ºü¸´ ÇÏ°í ÀüÃ¼ÀûÀÎ ui°¡ ¸Å¿ì Æí¸®ÇÔ",5
"5387","Á¶¼ºÈ£","2019³â 10¿ù 9ÀÏ"," ÁÁ¾Æ¿ä",5
"5388","½ÉÁ¤ÅÃ","2019³â 10¿ù 9ÀÏ"," ? ? ?",5
"5389","±è¼¼±Çtv","2019³â 10¿ù 9ÀÏ"," cool",4
"5390","¿À´ÙÇö","2019³â 10¿ù 9ÀÏ"," °¡ÀÔÇÏ±â Èûµå³×¿ä",1
"5391","ÀÌºÀÇö","2019³â 10¿ù 9ÀÏ"," ±Â ÈìÀâÀ» ¼ö ¾ø°í ºÒÆíÇÑ Á¡µµ 1µµ ¾ø½¿ ±Â",5
"5392","Sungsoo Park","2019³â 10¿ù 9ÀÏ"," ±Â",5
"5393","wooyoung yoon","2019³â 10¿ù 9ÀÏ"," »ç¿ëÇÏ±â ½±°í ¾ðÁ¦µç ÀÌ¿ëÇÏ±â¿¡ ÀûÇÕ ÇØ¿ä",5
"5394","¿¡½îÅ©·¹¸¶","2019³â 10¿ù 8ÀÏ"," °£´ÜÇÏ°Ô ºü¸£°Ô",5
"5395","MA K","2019³â 10¿ù 8ÀÏ"," »ç¿ëÇÏ±â Æí¸®ÇØ¿ä",5
"5396","±èÇö¾Æ","2019³â 10¿ù 8ÀÏ"," ±Â",5
"5397","¹éÁ¾¿ø","2019³â 10¿ù 8ÀÏ"," ³Ê¹«Æí¸®ÇÏ°í ÁÁ¾Æ¿ä",5
"5398","ju san lee","2019³â 10¿ù 8ÀÏ"," Ä«µå·Î ATM Ãâ±Ý ½Ã ÆíÀÇÁ¡¿¡¼­µµ ¼ö¼ö·á°¡ ¾øÀ½.",5
"5399","±è°æ¿ì","2019³â 10¿ù 8ÀÏ"," Â¯",5
"5400","±è¼®È£","2019³â 10¿ù 8ÀÏ"," Á÷°üÀûÀ¸·Î »ç¿ëÀÌ Æí¸®ÇÏ°í º¹ÀâÇÏÁö ¾Ê¾Æ¼­ À¯¿ëÇÑ ¾ÛÀÌ´Ù.",5
"5401","±è¼­À±","2019³â 10¿ù 8ÀÏ"," Ä«Ä«¿À¾²¸é¼­ ³Ê¹« °£ÆíÇØÁ³¾î¿ä..°í¸¶¿ö¿ä",5
"5402","±èÀçÇö","2019³â 10¿ù 8ÀÏ"," Á¤¸» Æí¸®ÇÏ°í ÁÁ¾Æ¿ä",5
"5403","Minuki Park","2019³â 10¿ù 8ÀÏ"," ÁÁ¾Æ",5
"5404","ÀÌ¼ö¹ü","2019³â 10¿ù 8ÀÏ"," ºü¸¥ ÀÌÃ¼ ³Ñ Æí¸®ÇÕ´Ï´Ù",5
"5405","Âü¹Î¾î9Â¥³¬½Ã²Û","2019³â 10¿ù 8ÀÏ"," Á¤¸» ÆíÇØ¿ä.°£Æí °áÀç",5
"5406","±è¿ë°ü","2019³â 10¿ù 8ÀÏ"," Æí¸®ÇÏ°í ¾ÆÁÖ ÁÁ½À´Ï´Ù",5
"5407","¿Àµ­","2019³â 10¿ù 8ÀÏ"," ÆíÇÔ",4
"5408","±¸Á¶Àå","2019³â 10¿ù 8ÀÏ"," ³Ê¹«ÆíÇÏ°í ÁÁ½À´Ïµò",5
"5409","ÀÌÁÖÇü","2019³â 10¿ù 8ÀÏ"," »ç¿ëÇÏ±â¿¡ ¾ÆÁÖ Æí¸®",5
"5410","±è°æÁø³ëºíº»ÁÖ","2019³â 10¿ù 8ÀÏ"," Àß»ç¿ëÇÏ°í ÀÖ½À´Ï´Ù",5
"5411","±èÇÐ¼ö","2019³â 10¿ù 8ÀÏ"," °£Æí",5
"5412","¹ÚÁöÇý","2019³â 10¿ù 8ÀÏ"," ÁÁ¾Æ¿ä",5
"5413","Youngran Lee","2019³â 10¿ù 8ÀÏ"," ÆíÇÏ°Ô Àß »ç¿ëÇÏ°í ÀÖ½À´Ï´Ù.",4
"5414","¹ÚÈñº¹","2019³â 10¿ù 8ÀÏ"," ³ªÀÌ ¸ÔÀº »ç¶÷µéµµ ³Ê¹«³ª Æí¸®ÇØ¿ä. Á¤¸» ÁÁÀº ÀºÇà ÀÌ¾î¿ä!",5
"5415","ÀüÆ÷½º","2019³â 10¿ù 8ÀÏ"," °£ÆíÇÑ ½Ã½ºÅÛ ³Ê¹« ÁÁ¾Æ¿ä",5
"5416","ÀÌ¼­È­","2019³â 10¿ù 8ÀÏ"," Á¢±Ù¼ºµµ ÁÁ°í ¼Û±Ýµµ °£ÆíÇØ¼­ ÁÁ¾Æ¿ä ´ÜÁö º¸¾ÈÀÌ Á» °ÆÁ¤µÅ¿ä",4
"5417","Mankee Hwang","2019³â 10¿ù 8ÀÏ"," Æí¸®ÇÏ°í ºü¸£°Ô ¾ÈÀüÇÏ°Ô ¹ÏÀ½Á÷ÇÕ´Ï´Ù.",4
"5418","°­Âè","2019³â 10¿ù 8ÀÏ"," ¿ª½Ã ÃÖ°í Ä«Ä«¿À¹ðÅ©",5
"5419","±è¹Ì³²","2019³â 10¿ù 8ÀÏ"," ±â°¡¸ÆÈü´Ï´Ù",5
"5420","Á¶¼º¹Î","2019³â 10¿ù 8ÀÏ"," ½Å¿ëÁ¤º¸ Á¶È¸¸¸ ÇÏ¸é Æ¨±è...",2
"5421","ÃÖ¼º°è","2019³â 10¿ù 8ÀÏ"," ³Ê¹« ÁÁ³»¿ä",5
"5422","Green C","2019³â 10¿ù 8ÀÏ"," ¸Å¿ìÆí¸®ÇÏ´Ù.",5
"5423","¡º±ø¿ø¼ö¡»TV","2019³â 10¿ù 8ÀÏ"," ÃÖ°í",5
"5424","K bono","2019³â 10¿ù 8ÀÏ"," ¿©·¯ÀºÇàÁß¿¡ ÃÖ°í¿¹¿ä~",5
"5425","Á¦ÀÌµð¿ø","2019³â 10¿ù 8ÀÏ"," ³Ê¹« ÆíÇØ¿ä",5
"5426","°¡´Ù3","2019³â 10¿ù 8ÀÏ"," ±Â",5
"5427","ÀÌµ¿Èñ","2019³â 10¿ù 8ÀÏ"," Good",5
"5428","À¯½ÉÇÑ","2019³â 10¿ù 8ÀÏ"," °£ÆíÇÏ°í ºü¸£´Ù",5
"5429","oh denis","2019³â 10¿ù 8ÀÏ"," ÁÁ¾Æ¿ä",5
"5430","±â¼ºÈñ","2019³â 10¿ù 8ÀÏ"," Á¤¸»À¯¿ëÇÏ°ÔÀß¾²°íÀÖ¾î¿ä",5
"5431","ÀÌÃæÈ¯","2019³â 10¿ù 8ÀÏ"," ±ÂÀÌ¿¡¿ä. ¼ö¼ö·áµµ ¾ø°í.",5
"5432","ÀÌÁ¤¿ì","2019³â 10¿ù 8ÀÏ"," ÂüÁÁ½À´Ï´Ù. ±ÂÀÔ´Ï´Ù",5
"5433","ÀÌµ¿¼·","2019³â 10¿ù 8ÀÏ"," ÆíÇÏ°í ÁÁ¾Æ¿ä",5
"5434","SS K","2019³â 10¿ù 8ÀÏ"," ¹«·á¼­ºñ½º °¨»çÇÕ´Ï´Ù~",5
"5435","½ÅÀç±Ù","2019³â 10¿ù 8ÀÏ"," ÁÁ¾Æ¿ä °£´ÜÇÏ°í Á¤È®ÇÑ°Ô",4
"5436","welldone","2019³â 10¿ù 8ÀÏ"," Good~~~",5
"5437","ÃÖ°¡¸®","2019³â 10¿ù 8ÀÏ"," ±Â",4
"5438","½Å½Å¼±¹Î","2019³â 10¿ù 8ÀÏ"," ³ª ±Û·Î ³íÇÏ¿© ´Ù Åù. ´©°¡ °í¾çÀÌ ¸ñ¿¡ ¹æ¿ïÀ» ´Þ·¯ °¥ °Ì´Ï±î? 11ÂÊ Aegop`s fqGges ÇÑ ·®°ú Á¦ºñ ÀÔ°í ÀÖ´Â ¿Ê¸¸ ³²±â°í Àç»êÀ» ¸ðµÎ ÅÁ ÁøÇÑ ÇÑ ·® * ÀÌ ÀÖ¾ú´Ù. ¾î´À ÀÌ¸¥ º½ ³¯, Á¦ºñ ÇÑ ¸¶¸®¸¦ º» ±×´Â ÀÌÁ¦ °ð ¿©¸§ÀÌ ¿Ã Å×´Ï ¿ÜÅõ°¡ ¾ø¾îµµ µÈ´Ù°í »ý°¢ Çß´Ù. ±×·¡¼­ ³²Àº ¿ÜÅõ¸¶Àú ÆÈ¾Æ ¹ö·È´Ù. ±×·¯ÀÚ ÇÑ ·®Àº Á×Àº Á¦ºñ¸¦ º¸°í ÀÌ·¸°Ô ¸» Çß´Ù. "" µüÇÑ ³à¼®! ±×·±µ¥ ³Ê ¶§¹®¿¡ ³ªµµ Ãß¿ö Á×°Ú´Ù."" Á¦ºñ ÇÑ ¸¶¸®°¡ ¿Ô´Ù°í ÇØ¼­ º½ÀÌ ¿Â °ÍÀº ¾Æ´Ï´Ù. ÇÑ ·® | µ· Àß ¾²°í Àß ³ë´Â »ç¶÷. ÇÑ ³²ÀÚ¿Í ³ë¿¹...ÀüÃ¼ ¸®ºä³ª ±Û·Î ³íÇÏ¿© ´Ù Åù. ´©°¡ °í¾çÀÌ ¸ñ¿¡ ¹æ¿ïÀ» ´Þ·¯ °¥ °Ì´Ï±î? 11ÂÊ Aegop`s fqGges ÇÑ ·®°ú Á¦ºñ ÀÔ°í ÀÖ´Â ¿Ê¸¸ ³²±â°í Àç»êÀ» ¸ðµÎ ÅÁ ÁøÇÑ ÇÑ ·® * ÀÌ ÀÖ¾ú´Ù. ¾î´À ÀÌ¸¥ º½ ³¯, Á¦ºñ ÇÑ ¸¶¸®¸¦ º» ±×´Â ÀÌÁ¦ °ð ¿©¸§ÀÌ ¿Ã Å×´Ï ¿ÜÅõ°¡ ¾ø¾îµµ µÈ´Ù°í »ý°¢ Çß´Ù. ±×·¡¼­ ³²Àº ¿ÜÅõ¸¶Àú ÆÈ¾Æ ¹ö·È´Ù. ±×·¯ÀÚ ÇÑ ·®Àº Á×Àº Á¦ºñ¸¦ º¸°í ÀÌ·¸°Ô ¸» Çß´Ù. "" µüÇÑ ³à¼®! ±×·±µ¥ ³Ê ¶§¹®¿¡ ³ªµµ Ãß¿ö Á×°Ú´Ù."" Á¦ºñ ÇÑ ¸¶¸®°¡ ¿Ô´Ù°í ÇØ¼­ º½ÀÌ ¿Â °ÍÀº ¾Æ´Ï´Ù. ÇÑ ·® | µ· Àß ¾²°í Àß ³ë´Â »ç¶÷. ÇÑ ³²ÀÚ¿Í ³ë¿¹ ÇÑ ³²ÀÚ°¡ ¿¡ Æ¼ ¿ÀÇÇ¾Æ * ¿¡ ¼­ ³ë¿¹¸¦ ¸Â¾Æ µé¿´´Ù. ³ë¿¹´Â ´Ù¸¥ ¿¡ Æ¼ ¿ÀÇÇ¾Æ »ç¶÷Ã³·³ »ì °áÀÌ ±î ¸Ì´Ù. »õ ÁÖÀÎÀº ±×ÀÇ °ËÀº ÇÇºÎ°¡ Àü ÁÖÀÎÀÇ ¹« °ü½É ¶§¹®ÀÌ ¶ó°í »ý°¢ Çß´Ù. ±×·¡¼­ ºñ´©¿Í ¶ß°Å¿î ¹°À» °¡Á®´Ù ³õ°í ±× ³ë¿¹¸¦ ¿­½ÉÈ÷ ¾Ä±â ±â ½ÃÀÛ Çß´Ù. ±×·¡³ª ³ë¿¹´Â º¯ ÇÔ¾øÀÌ ±î ¸Ì´Ù. °á±¹ ³ë¿¹´Â °¨±â¿¡ °É·Á °ÅÀÇ Á×À» Áö°æÀÌ µÇ°í ¸»¾Ò´Ù.",5
"5439","È£¾ßÈ£¼ø»ç¶û","2019³â 10¿ù 8ÀÏ"," Àß ¾²°íÀÖ¾î¿ä",5
"5440","ÁÁÀº»ý°¢","2019³â 10¿ù 8ÀÏ"," Ã³À½ºÎÅÍ Áö±Ý±îÁö ¾ÆÁÖÆíÇÑ ½º¸¶Æ® ÀºÇà ÀÌ³×¿ä.¸¸Á·ÇÕ´Ï´Ù.¢¾",5
"5441","jaeseok kim","2019³â 10¿ù 8ÀÏ"," ´Ùµé ¾Æ½ÃÁÒ~ ? Áö±Ý ¾²°í °è½ÃÀÚ³ª¿ä~? ±×·¡¼­ ¾²´Â°Å¿¡¿ä~^^",5
"5442","±èÁ¤¿í","2019³â 10¿ù 8ÀÏ"," Æí¸®ÇØ¿ä",4
"5443","ÄÄ½Ø¹Ì2","2019³â 10¿ù 8ÀÏ"," ÀÌÃ¼¿Í Çö±ÝÀÎÃâÀÌ ÆíÇÏ´Ù",5
"5444","youngdae you","2019³â 10¿ù 8ÀÏ"," ÁÁ¾ÆÀ¯",5
"5445","¹Ú¿ëÇö","2019³â 10¿ù 8ÀÏ"," ÃÖ°í·ÎÁÁ¾Æ¿ä",5
"5446","º¯»óÀº","2019³â 10¿ù 8ÀÏ"," °£ÆíÇØ¿ä",5
"5447","hochul Kang","2019³â 10¿ù 8ÀÏ"," ÁÁ¾Æ¿ä",5
"5448","Inhee Gim","2019³â 10¿ù 8ÀÏ"," ÁÁÀ½",5
"5449","Á¶ÇÏ¿µ","2019³â 10¿ù 8ÀÏ"," ³ÑÆí¸®ÇØ¿ä¢½´ë¸¸Á·!!^^~°­·ÂÇÏ°Ô ÃßÃµÇÕ´Ï´Ù¢½",5
"5450","SUNG HUI PARK","2019³â 10¿ù 8ÀÏ"," Â¯ÀÌ¿¡¿ä",5
"5451","ÀÌÈ£¿µ","2019³â 10¿ù 8ÀÏ"," ÁÁ¾Æ¿ä",5
"5452","±èµ¿Çö","2019³â 10¿ù 8ÀÏ"," ¾ðÁ¦³ª Àß »ç¿ëÇÏ°í ÀÖ¾î¿ä ÀúÃàµµ ÁÁ¾Æ¿ä~¢½¢½",5
"5453","¹ÚÂ÷ÀÏ","2019³â 10¿ù 8ÀÏ"," ÁÁ¾Æ¿ä~¹«ÁöÆíÇÏ°í",5
"5454","hyunkwan cho","2019³â 10¿ù 8ÀÏ"," ¸¸Á·ÇÕ´Ï´Ù.",5
"5455","test test","2019³â 10¿ù 8ÀÏ"," ÀýÀÌ¡¡½ÈÀ¸¸é¡¡ÁßÀÌ¡¡¶°³ª¾ßÁö¡¡¹¹¡¡¿©±â´Ù¡¡³»¿ë¡¡½áºÃÀÚ¡¡¹¹ÇÏ³ª¡¡",1
"5456","Áø³×ÄÚ","2019³â 10¿ù 8ÀÏ"," ÀÌ¹ø¿¡ »õ·Î»ý±ä ½Å¿ëÁ¤º¸ ¿Ã¸®±â ÀÌ¿ëÇÏ´Âµ¥, °øÀÎÀÎÁõ¼­ ÀÔ·ÂÇÏ°í ±â´Ù¸®´Âµ¥.. 50ÆÛ¼¾Æ® Á¤µµ¿¡ '¿ÜºÎ±â°ü¿¡¼­ ½Å¿ëÁ¤º¸¸¦ °¡Á®¿À°íÀÖ½À´Ï´Ù?' ºñ½ÁÇÑ ¹®±¸¿´´ø°Å°°Àºµ¥.. °Å±â¼­ ¾îÇÃÀÌ °è¼Ó °­Á¦Á¾·áµÇ³×¿ä È®ÀÎÇØº¸¼Å¾ß ÇÒ²¨°°¾Æ¿ä.",5
"5457","Kiho Hwang","2019³â 10¿ù 8ÀÏ"," ±»",5
"5458","ÀÌÇØ½Â","2019³â 10¿ù 8ÀÏ"," ±Â¶ß",5
